ts_code,name,sector,sub_sector,level,country,watch,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,amount_yi,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,total_mv_yi,circ_mv,circ_mv_yi,generated_at
601360.SH,三六零,AI应用,Agent,A,CN,1,20260908,8.97,9.08,8.9,8.97,8.97,0.0,0.0,756207.84,679318.558,6.793185579999999,1.0804,,238.7184,82.5607,2.2225,6278603.4363,627.86034363,6278603.4363,627.86034363,2026-09-08 16:17:20
002230.SZ,科大讯飞,AI应用,大模型,S,CN,1,20260908,39.36,39.57,39.2,39.27,39.44,-0.17,-0.431,153404.92,603390.70291,6.0339070291,0.7005,,112.3787,107.8698,4.1301,9432967.5356,943.29675356,8600000.1734,860.00001734,2026-09-08 16:17:20
600588.SH,用友网络,AI应用,企业软件,A,CN,1,20260908,10.03,10.12,9.92,9.96,10.02,-0.06,-0.5988,395814.95,395722.036,3.9572203600000004,1.1584,,,,5.0641,3403329.4104,340.33294104,3403329.4104,340.33294104,2026-09-08 16:17:20
688111.SH,金山办公,AI应用,办公,S,CN,1,20260908,239.0,239.1,234.02,235.27,239.53,-4.26,-1.7785,51940.26,1226852.034,12.26852034,1.1194,,59.4448,30.2669,7.2409,10916843.2618,1091.68432618,10916843.2618,1091.68432618,2026-09-08 16:17:20
603019.SH,中科曙光,AI服务器,服务器,S,CN,1,20260908,83.5,83.78,82.28,82.54,83.38,-0.84,-1.0074,188379.4,1561597.172,15.615971720000001,1.2876,,55.4914,49.9233,5.2386,12076556.9878,1207.65569878,12076050.1922,1207.60501922,2026-09-08 16:17:20
601138.SH,工业富联,AI服务器,ODM,S,CN,1,20260908,66.3,66.7,64.55,64.75,66.57,-1.82,-2.734,1076035.73,7060179.547,70.60179547,0.5422,,36.4145,27.3893,7.3108,128490497.6425,12849.04976425,128490497.6425,12849.04976425,2026-09-08 16:17:20
000977.SZ,浪潮信息,AI服务器,服务器,S,CN,1,20260908,74.88,74.89,72.16,72.32,74.74,-2.42,-3.2379,1059319.8,7731285.34245,77.3128534245,7.2214,,44.0141,23.2592,4.3286,10620023.4944,1062.00234944,10608734.3424,1060.87343424,2026-09-08 16:17:20
000938.SZ,紫光股份,AI服务器,交换机,A,CN,1,20260908,35.18,35.3,33.69,33.89,35.37,-1.48,-4.1843,1810939.12,6208575.46115,62.0857546115,6.3318,,57.5063,34.4746,5.424,9692810.7811,969.28107811,9692786.3803,969.27863803,2026-09-08 16:17:20
002916.SZ,深南电路,AI硬件,PCB,S,CN,1,20260908,375.37,393.77,370.01,382.5,364.98,17.52,4.8003,132996.26,5110614.69985,51.1061469985,1.9999,,79.5382,62.5234,14.4506,26054622.45,2605.4622449999997,25437060.9,2543.7060899999997,2026-09-08 16:17:20
002463.SZ,沪电股份,AI硬件,PCB,S,CN,1,20260908,126.0,129.25,124.0,124.9,122.65,2.25,1.8345,690848.83,8721162.70751,87.2116270751,3.5928,,62.8817,47.4735,13.361,24035300.115,2403.5300115,24016417.733,2401.6417733,2026-09-08 16:17:20
688498.SH,源杰科技,AI硬件,光模块,A,CN,1,20260908,1701.93,1775.0,1671.1,1715.0,1702.0,13.0,0.7638,39564.38,6816160.78,68.1616078,3.2194,,1118.3402,284.0344,67.9628,21351801.45,2135.180145,21075995.15,2107.599515,2026-09-08 16:17:20
300308.SZ,中际旭创,AI硬件,光模块,S,CN,1,20260908,899.2,933.98,894.0,902.37,898.46,3.91,0.4352,287658.43,26222814.2825,262.22814282499996,2.5917,,98.4426,51.9677,26.6667,106291032.2749,10629.10322749,100157385.3397,10015.73853397,2026-09-08 16:17:20
300502.SZ,新易盛,AI硬件,光模块,S,CN,1,20260908,419.33,431.34,413.86,416.4,417.2,-0.8,-0.1918,369420.31,15575062.3116,155.75062311599999,2.9454,,60.9078,44.2547,23.8949,58056848.988,5805.6848988,52226686.848,5222.6686848,2026-09-08 16:17:20
600183.SH,生益科技,AI硬件,PCB,A,CN,1,20260908,149.0,151.25,145.5,146.28,148.15,-1.87,-1.2622,690343.61,10247536.038,102.47536038000001,2.8624,,106.5745,68.4029,19.2044,35531466.1236,3553.14661236,35279062.9092,3527.9062909199997,2026-09-08 16:17:20
300476.SZ,胜宏科技,AI硬件,PCB,S,CN,1,20260908,232.0,237.88,227.91,229.01,233.46,-4.45,-1.9061,268089.29,6236735.77819,62.3673577819,3.0986,,52.1958,44.7838,5.937,22506754.7048,2250.67547048,19813828.4049,1981.38284049,2026-09-08 16:17:20
300570.SZ,太辰光,AI硬件,光模块,A,CN,1,20260908,206.18,208.88,199.94,201.55,206.1,-4.55,-2.2077,159576.85,3257711.26947,32.5771126947,8.303,,153.1204,151.6204,27.4416,4577742.6695,457.77426694999997,3873645.884,387.3645884,2026-09-08 16:17:20
300394.SZ,天孚通信,AI硬件,光模块,S,CN,1,20260908,265.1,273.33,256.8,258.5,267.0,-8.5,-3.1835,410934.72,10887698.5291,108.87698529100001,3.7756,,139.7824,121.4215,45.1268,28197826.25,2819.782625,28134829.8,2813.48298,2026-09-08 16:17:20
688183.SH,生益电子,AI硬件,PCB,A,CN,1,20260908,130.28,133.8,125.75,126.55,132.93,-6.38,-4.7995,204621.88,2644056.38,26.4405638,2.443,,71.9528,51.6218,16.2767,10599716.636,1059.9716636,10599716.636,1059.9716636,2026-09-08 16:17:20
300474.SZ,景嘉微,AI芯片,GPU,A,CN,1,20260908,49.99,50.05,49.33,49.4,49.97,-0.57,-1.1407,51037.73,253404.47819,2.5340447819,1.2556,,,,3.8098,2581738.848,258.1738848,2008009.718,200.8009718,2026-09-08 16:17:20
688041.SH,海光信息,AI芯片,GPU,S,CN,1,20260908,246.0,247.99,236.28,236.9,242.71,-5.81,-2.3938,179187.14,4302560.119,43.025601189999996,0.7709,,216.3691,175.2553,21.7014,55063569.589,5506.3569589,55063569.589,5506.3569589,2026-09-08 16:17:20
688256.SH,寒武纪,AI芯片,GPU,S,CN,1,20260908,1093.0,1100.5,1050.56,1058.99,1092.38,-33.39,-3.0566,86294.63,9288970.928,92.88970927999999,1.3723,,323.3979,199.8615,49.128,66595009.746,6659.5009746,66595009.746,6659.5009746,2026-09-08 16:17:20
688120.SH,华海清科,半导体设备,CMP,A,CN,1,20260908,246.89,248.88,241.11,242.0,246.2,-4.2,-1.7059,55934.63,1368329.852,13.68329852,1.1271,,110.8216,105.2105,15.1817,12010009.88,1201.000988,12010009.88,1201.000988,2026-09-08 16:17:20
002371.SZ,北方华创,半导体设备,设备,S,CN,1,20260908,660.6,664.13,643.9,647.87,660.65,-12.78,-1.9345,58107.58,3793925.21651,37.9392521651,0.8014,,85.1418,82.7145,11.5959,47015226.2004,4701.52262004,46976127.2459,4697.61272459,2026-09-08 16:17:20
688012.SH,中微公司,半导体设备,刻蚀,S,CN,1,20260908,342.01,343.0,330.51,336.01,344.0,-7.99,-2.3227,158981.88,5353663.314,53.53663314,1.6874,,152.4266,76.0727,10.7147,32184459.1223,3218.44591223,31658761.397,3165.8761397,2026-09-08 16:17:20
688072.SH,拓荆科技,半导体设备,CVD,S,CN,1,20260908,648.95,650.0,616.3,632.0,651.92,-19.92,-3.0556,41539.12,2635973.592,26.359735920000002,1.4617,,199.2584,84.8915,14.5217,18465352.56,1846.535256,17960637.36,1796.0637359999998,2026-09-08 16:17:20
301308.SZ,江波龙,存储,NAND,A,CN,1,20260908,353.32,368.0,353.32,358.86,358.22,0.64,0.1787,124501.55,4478011.83534,44.7801183534,4.4173,,108.3334,12.8649,8.2976,15419073.0252,1541.90730252,10114537.2834,1011.4537283399999,2026-09-08 16:17:20
603986.SH,兆易创新,存储,Flash,S,CN,1,20260908,385.82,398.0,381.96,385.96,385.44,0.52,0.1349,374697.61,14605531.473,146.05531473,5.5865,,164.8672,34.2658,7.2876,27170481.1965,2717.04811965,25887044.5489,2588.70445489,2026-09-08 16:17:20
