ts_code,name,sector,sub_sector,level,country,watch,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,amount_yi,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,total_mv_yi,circ_mv,circ_mv_yi,generated_at
688111.SH,金山办公,AI应用,办公,S,CN,1,20260827,233.03,239.03,232.37,238.22,233.03,5.19,2.2272,60492.45,1428640.422,14.28640422,1.3037,1.04,60.1901,30.6464,7.3316,11053727.2148,1105.37272148,11053727.2148,1105.37272148,2026-08-27 22:29:35
600588.SH,用友网络,AI应用,企业软件,A,CN,1,20260827,10.1,10.21,10.01,10.18,10.06,0.12,1.1928,384560.17,389010.54,3.8901054,1.1254,0.94,,,5.1759,3478503.3532,347.85033532,3478503.3532,347.85033532,2026-08-27 22:29:35
601360.SH,三六零,AI应用,Agent,A,CN,1,20260827,8.67,8.72,8.61,8.72,8.67,0.05,0.5767,743026.68,644623.325,6.44623325,1.0615,1.16,232.0651,80.2597,2.1606,6103614.4888,610.36144888,6103614.4888,610.36144888,2026-08-27 22:29:35
002230.SZ,科大讯飞,AI应用,大模型,S,CN,1,20260827,39.67,39.78,39.29,39.77,39.66,0.11,0.2774,228996.5,906278.03072,9.0627803072,1.0457,0.87,113.8096,109.2432,4.1827,9553071.5277,955.3071527699999,8709498.5204,870.9498520400001,2026-08-27 22:29:35
000977.SZ,浪潮信息,AI服务器,服务器,S,CN,1,20260827,75.3,78.3,74.79,78.27,73.79,4.48,6.0713,656865.47,5046770.2871,50.467702871,4.4781,1.3,47.6353,44.9841,5.1535,11493767.1309,1149.3767130899998,11480892.4986,1148.08924986,2026-08-27 22:29:35
601138.SH,工业富联,AI服务器,ODM,S,CN,1,20260827,62.0,64.5,62.0,63.86,60.57,3.29,5.4317,1490388.1,9431944.409,94.31944409,0.751,1.84,35.9139,27.0128,7.2104,126724373.4278,12672.43734278,126724373.4278,12672.43734278,2026-08-27 22:29:35
000938.SZ,紫光股份,AI服务器,交换机,A,CN,1,20260827,35.3,36.44,35.13,36.43,34.9,1.53,4.384,1402215.09,5022006.50394,50.220065039400005,4.9027,1.05,61.8163,49.0345,6.7103,10419271.0757,1041.92710757,10419244.8461,1041.92448461,2026-08-27 22:29:35
603019.SH,中科曙光,AI服务器,服务器,S,CN,1,20260827,85.0,87.26,84.9,86.54,84.25,2.29,2.7181,382771.18,3307885.074,33.07885074,2.6162,1.58,58.1806,52.3427,5.4925,12661803.2678,1266.1803267799999,12661271.9122,1266.12719122,2026-08-27 22:29:35
688183.SH,生益电子,AI硬件,PCB,A,CN,1,20260827,109.58,123.49,109.1,121.69,106.45,15.24,14.3166,348702.56,4104189.329,41.04189329,4.1632,2.95,69.1895,49.6393,15.6516,10192647.3128,1019.26473128,10192647.3128,1019.26473128,2026-08-27 22:29:35
600183.SH,生益科技,AI硬件,PCB,A,CN,1,20260827,133.98,143.01,133.07,140.97,130.01,10.96,8.4301,1031747.74,14313829.939,143.13829939,4.278,1.65,102.7059,65.9198,18.5073,34241665.1589,3424.16651589,33998424.2433,3399.8424243299996,2026-08-27 22:29:35
300570.SZ,太辰光,AI硬件,光模块,A,CN,1,20260827,199.96,212.59,198.16,209.38,197.32,12.06,6.1119,250843.63,5185150.55467,51.851505546700004,13.0517,0.91,159.069,157.5107,28.5076,4755583.0322,475.55830322,4024132.8464,402.41328464000003,2026-08-27 22:29:35
688498.SH,源杰科技,AI硬件,光模块,A,CN,1,20260827,1569.9,1635.85,1553.0,1630.99,1540.01,90.98,5.9078,36641.21,5872101.741,58.72101741,2.9816,1.15,1063.5578,570.3163,80.4279,20305874.4297,2030.5874429699998,20043578.6179,2004.35786179,2026-08-27 22:29:35
300476.SZ,胜宏科技,AI硬件,PCB,S,CN,1,20260827,257.04,264.94,252.11,263.05,249.44,13.61,5.4562,393612.11,10207529.3867,102.075293867,4.5494,1.6,59.9541,55.2424,14.854,25852154.164,2585.2154164,22758951.8445,2275.89518445,2026-08-27 22:29:35
300394.SZ,天孚通信,AI硬件,光模块,S,CN,1,20260827,258.39,276.66,256.48,267.16,253.58,13.58,5.3553,519430.08,13829216.7392,138.292167392,4.7725,1.04,144.4652,125.4892,46.6386,29142480.7,2914.24807,29077373.808,2907.7373807999998,2026-08-27 22:29:35
002916.SZ,深南电路,AI硬件,PCB,S,CN,1,20260827,359.0,368.8,351.44,365.1,348.03,17.07,4.9047,96483.06,3483908.6376,34.839086376,1.4508,1.24,75.92,59.6792,13.7932,24869392.566,2486.9392566,24279924.012,2427.9924011999997,2026-08-27 22:29:35
300502.SZ,新易盛,AI硬件,光模块,S,CN,1,20260827,406.0,413.5,402.51,409.1,398.78,10.32,2.5879,364496.38,14874143.3709,148.741433709,2.9061,0.94,59.84,43.4789,23.476,57039041.597,5703.9041597000005,51311089.312,5131.1089311999995,2026-08-27 22:29:35
002463.SZ,沪电股份,AI硬件,PCB,S,CN,1,20260827,122.0,124.39,118.91,122.02,119.22,2.8,2.3486,630238.88,7676878.23668,76.7687823668,3.2776,1.41,61.4317,46.3788,13.0529,23481083.427,2348.1083427000003,23462636.4434,2346.26364434,2026-08-27 22:29:35
300308.SZ,中际旭创,AI硬件,光模块,S,CN,1,20260827,877.01,880.0,860.05,866.12,850.9,15.22,1.7887,261548.36,22780310.8237,227.803108237,2.3564,0.92,93.8322,49.5339,25.4178,101313056.7263,10131.30567263,96133974.1341,9613.39741341,2026-08-27 22:29:35
688041.SH,海光信息,AI芯片,GPU,S,CN,1,20260827,240.0,249.67,240.0,245.97,230.96,15.01,6.499,312712.84,7643209.237,76.43209236999999,1.3454,1.3,224.653,181.9651,22.5323,57171744.2457,5717.17442457,57171744.2457,5717.17442457,2026-08-27 22:29:35
688256.SH,寒武纪,AI芯片,GPU,S,CN,1,20260827,1045.5,1055.0,1033.18,1048.0,1020.0,28.0,2.7451,91384.37,9532759.814,95.32759813999999,1.4532,0.69,320.0417,197.7874,48.6181,65903899.2,6590.3899200000005,65903899.2,6590.3899200000005,2026-08-27 22:29:35
300474.SZ,景嘉微,AI芯片,GPU,A,CN,1,20260827,50.58,51.08,50.03,51.02,50.48,0.54,1.0697,49724.23,252252.19185,2.5225219185,1.2233,1.09,,,3.9348,2666403.1584,266.64031584,2073859.4294,207.38594294,2026-08-27 22:29:35
688072.SH,拓荆科技,半导体设备,CVD,S,CN,1,20260827,674.9,698.0,664.11,693.0,675.06,17.94,2.6575,49597.06,3381475.013,33.81475013,1.7544,0.9,217.3731,92.6091,15.8419,20144054.7,2014.40547,19590624.9,1959.0624899999998,2026-08-27 22:29:35
002371.SZ,北方华创,半导体设备,设备,S,CN,1,20260827,700.8,720.0,693.7,718.0,700.7,17.3,2.469,61554.03,4375977.97522,43.759779752200004,0.8489,0.79,94.3581,91.6681,12.8511,52104484.56,5210.448456,52061153.26,5206.115326,2026-08-27 22:29:35
688012.SH,中微公司,半导体设备,刻蚀,S,CN,1,20260827,367.01,376.46,367.01,376.01,368.05,7.96,2.1627,159018.91,5920649.681,59.20649681,1.6877,0.92,170.5721,85.1287,11.9902,36015828.3223,3601.5828322300003,35427549.397,3542.7549397,2026-08-27 22:29:35
688120.SH,华海清科,半导体设备,CMP,A,CN,1,20260827,263.88,272.24,260.36,267.1,262.18,4.92,1.8766,83138.56,2218432.506,22.18432506,1.6752,1.01,122.3159,116.1229,16.7563,13255676.194,1325.5676194,13255676.194,1325.5676194,2026-08-27 22:29:35
688008.SH,澜起科技,存储,DDR5,S,CN,1,20260827,205.0,221.96,202.79,221.22,201.0,20.22,10.0597,672688.34,14462577.105,144.62577105,5.8762,2.49,120.7779,105.5698,12.9527,27000741.636,2700.0741636,25324480.269,2532.4480269,2026-08-27 22:29:35
300223.SZ,北京君正,存储,DRAM,A,CN,1,20260827,133.06,140.68,132.7,140.48,132.07,8.41,6.3678,275134.51,3787912.11175,37.8791211175,6.5054,1.18,192.2791,116.4339,5.6892,7234041.018,723.4041018,5941369.3585,594.13693585,2026-08-27 22:29:35
301308.SZ,江波龙,存储,NAND,A,CN,1,20260827,369.0,386.25,366.02,386.25,364.2,22.05,6.0544,150492.38,5703314.20114,57.033142011399995,5.3394,1.5,116.602,13.8468,8.9309,16595934.225,1659.5934224999999,10886529.6375,1088.65296375,2026-08-27 22:29:35
603986.SH,兆易创新,存储,Flash,S,CN,1,20260827,397.01,412.0,394.58,411.2,392.5,18.7,4.7643,407430.45,16542661.247,165.42661247,6.0948,1.11,175.0932,36.3911,7.7396,28855755.7981,2885.57557981,27488388.3261,2748.83883261,2026-08-27 22:29:35
002050.SZ,三花智控,机器人,热管理,S,CN,1,20260827,36.09,36.92,36.0,36.82,36.14,0.68,1.8816,420691.37,1541929.03838,15.4192903838,1.1398,1.09,38.1352,38.7637,4.7671,15493907.1798,1549.39071798,13590427.69,1359.042769,2026-08-27 22:29:35
002747.SZ,埃斯顿,机器人,工业机器人,S,CN,1,20260827,31.13,31.93,31.07,31.81,31.25,0.56,1.792,379634.85,1197689.57768,11.976895776800001,4.852,0.66,684.5489,154.2249,9.3928,3078567.0285,307.85670285,2488926.3712,248.89263712,2026-08-27 22:29:35
601689.SH,拓普集团,机器人,执行器,S,CN,1,20260827,46.5,47.5,46.35,47.43,46.6,0.83,1.7811,176486.69,829843.713,8.29843713,1.0156,1.28,29.6594,29.806,3.3522,8242554.2508,824.25542508,8242554.2508,824.25542508,2026-08-27 22:29:35
300024.SZ,机器人,机器人,机器人,A,CN,1,20260827,14.41,14.64,14.4,14.6,14.46,0.14,0.9682,204570.17,297213.24576,2.9721324576000003,1.307,0.77,,,5.6395,2285805.054,228.5805054,2285155.062,228.5155062,2026-08-27 22:29:35
300124.SZ,汇川技术,机器人,工业自动化,S,CN,1,20260827,61.6,62.19,61.5,62.12,61.9,0.22,0.3554,134712.59,833069.27768,8.330692776800001,0.5589,0.58,33.3062,35.4798,4.623,16819635.4268,1681.96354268,14972874.9164,1497.28749164,2026-08-27 22:29:35
