trade_date,ts_code,name,close,pct_chg,amount_yi,pe,pe_ttm,pb,turnover_rate,total_mv_yi,float_mv_yi
20260806,000001.SH,上证指数,,,,,,,,,
20260806,000016.SH,上证50,,,,,,,,,
20260806,000300.SH,沪深300,,,,,,,,,
20260806,000905.SH,中证500,,,,,,,,,
20260806,000852.SH,中证1000,,,,,,,,,
20260806,000688.SH,科创50,,,,,,,,,
20260806,399001.SZ,深证成指,,,,,,,,,
20260806,399006.SZ,创业板指,,,,,,,,,
