ts_code,name,sector,sub_sector,level,country,watch,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,amount_yi,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,total_mv_yi,circ_mv,circ_mv_yi,generated_at
002230.SZ,科大讯飞,AI应用,大模型,S,CN,1,20260826,39.35,39.71,39.05,39.66,39.35,0.31,0.7878,202636.43,800821.80174,8.0082180174,0.9253,,113.4948,108.9411,4.1711,9526648.6494,952.6648649399999,8685408.884,868.5408884,2026-08-26 16:21:35
601360.SH,三六零,AI应用,Agent,A,CN,1,20260826,8.6,8.71,8.59,8.67,8.62,0.05,0.58,600356.7,519890.042,5.19890042,0.8577,,230.7345,79.7995,2.1482,6068616.6993,606.8616699300001,6068616.6993,606.8616699300001,2026-08-26 16:21:35
688111.SH,金山办公,AI应用,办公,S,CN,1,20260826,233.11,237.5,232.21,233.03,234.75,-1.72,-0.7327,46645.72,1094160.42,10.941604199999999,1.0053,,58.8788,29.9787,7.1719,10812904.2602,1081.29042602,10812904.2602,1081.29042602,2026-08-26 16:21:35
600588.SH,用友网络,AI应用,企业软件,A,CN,1,20260826,10.17,10.31,10.03,10.06,10.18,-0.12,-1.1788,363257.62,368126.613,3.68126613,1.0631,,,,5.1149,3437499.3844,343.74993844,3437499.3844,343.74993844,2026-08-26 16:21:35
603019.SH,中科曙光,AI服务器,服务器,S,CN,1,20260826,84.0,84.65,82.73,84.25,83.19,1.06,1.2742,220817.97,1845181.363,18.45181363,1.5093,,56.641,50.9576,5.3472,12326749.7725,1232.67497725,12326232.4775,1232.62324775,2026-08-26 16:21:35
601138.SH,工业富联,AI服务器,ODM,S,CN,1,20260826,60.2,60.8,59.38,60.57,60.15,0.42,0.6983,733405.25,4413181.464,44.131814639999995,0.3696,,34.0637,25.6212,6.8389,120195667.0611,12019.566706110001,120195667.0611,12019.566706110001,2026-08-26 16:21:35
000977.SZ,浪潮信息,AI服务器,服务器,S,CN,1,20260826,74.25,75.12,73.4,73.79,74.11,-0.32,-0.4318,338371.82,2508231.46893,25.0823146893,2.3068,,44.9088,42.4093,4.8586,10835889.5693,1083.58895693,10823751.8522,1082.37518522,2026-08-26 16:21:35
000938.SZ,紫光股份,AI服务器,交换机,A,CN,1,20260826,35.19,35.62,34.7,34.9,35.1,-0.2,-0.5698,952307.81,3342038.53825,33.4203853825,3.3297,,59.2201,46.9752,6.4285,9981678.851,998.1678851,9981653.723,998.1653723,2026-08-26 16:21:35
002463.SZ,沪电股份,AI硬件,PCB,S,CN,1,20260826,116.42,121.99,115.63,119.22,114.29,4.93,4.3136,595171.7,7090402.47337,70.9040247337,3.0953,,60.022,45.3146,12.7534,22942261.647,2294.2261647,22924237.9674,2292.42379674,2026-08-26 16:21:35
688183.SH,生益电子,AI硬件,PCB,A,CN,1,20260826,103.9,107.99,100.69,106.45,103.0,3.45,3.3495,143736.65,1505084.259,15.05084259,1.7161,,60.5245,43.4227,13.6915,8916158.324,891.6158323999999,8916158.324,891.6158323999999,2026-08-26 16:21:35
002916.SZ,深南电路,AI硬件,PCB,S,CN,1,20260826,343.7,353.7,337.05,348.03,341.0,7.03,2.0616,73981.72,2561595.42122,25.6159542122,1.1128,,72.3704,65.2263,13.1045,23706641.0058,2370.66410058,23137956.6795,2313.79566795,2026-08-26 16:21:35
300476.SZ,胜宏科技,AI硬件,PCB,S,CN,1,20260826,246.93,253.0,244.0,249.44,244.99,4.45,1.8164,247545.05,6162783.91367,61.6278391367,2.8611,,56.8522,52.3842,14.0855,24514584.0512,2451.45840512,21581421.5856,2158.14215856,2026-08-26 16:21:35
600183.SH,生益科技,AI硬件,PCB,A,CN,1,20260826,130.7,131.99,124.0,130.01,129.0,1.01,0.7829,586917.82,7531701.378,75.31701378,2.4336,,94.7208,60.7948,17.0684,31579477.1037,3157.94771037,31355147.4489,3135.5147448899997,2026-08-26 16:21:35
300308.SZ,中际旭创,AI硬件,光模块,S,CN,1,20260826,855.0,866.0,830.0,850.9,846.0,4.9,0.5792,218109.59,18603935.438,186.03935438000002,1.9651,,92.1834,48.6634,24.9711,99532720.6027,9953.27206027,94444648.075,9444.4648075,2026-08-26 16:21:35
