ts_code,name,sector,sub_sector,level,country,watch,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,amount_yi,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,total_mv_yi,circ_mv,circ_mv_yi,generated_at
600588.SH,用友网络,AI应用,企业软件,A,CN,1,20260916,9.31,9.42,9.21,9.37,9.38,-0.01,-0.1066,302733.49,281948.454,2.8194845400000004,0.886,,,,4.7641,3201726.5638,320.17265638000003,3201726.5638,320.17265638000003,2026-09-16 16:47:55
002230.SZ,科大讯飞,AI应用,大模型,S,CN,1,20260916,38.88,39.08,38.56,38.9,39.0,-0.1,-0.2564,156028.95,605251.07333,6.0525107333,0.7125,,111.3199,106.8534,4.0912,9344090.5815,934.40905815,8518971.3966,851.8971396600001,2026-09-16 16:47:55
688111.SH,金山办公,AI应用,办公,S,CN,1,20260916,224.08,224.78,220.05,222.81,225.52,-2.71,-1.2017,44823.45,996255.249,9.96255249,0.966,,56.2965,28.664,6.8574,10338682.5654,1033.8682565400002,10338682.5654,1033.8682565400002,2026-09-16 16:47:55
601360.SH,三六零,AI应用,Agent,A,CN,1,20260916,8.95,8.99,8.73,8.78,8.94,-0.16,-1.7897,1169651.16,1029328.406,10.29328406,1.671,,233.6619,80.812,2.1755,6145611.8362,614.56118362,6145611.8362,614.56118362,2026-09-16 16:47:55
000977.SZ,浪潮信息,AI服务器,服务器,S,CN,1,20260916,68.76,72.0,68.65,71.15,68.76,2.39,3.4759,700137.14,4939472.0914,49.394720914000004,4.7729,,43.3021,22.8829,4.2586,10448211.7205,1044.82117205,10437105.2055,1043.71052055,2026-09-16 16:47:55
000938.SZ,紫光股份,AI服务器,交换机,A,CN,1,20260916,32.82,34.26,32.63,33.98,32.87,1.11,3.3769,1254905.33,4214617.63927,42.1461763927,4.3877,,57.659,34.5662,5.4384,9718551.5002,971.85515002,9718527.0346,971.85270346,2026-09-16 16:47:55
601138.SH,工业富联,AI服务器,ODM,S,CN,1,20260916,60.79,62.98,60.4,62.33,60.8,1.53,2.5164,696685.19,4311818.07,43.1181807,0.3511,,35.0535,26.3656,7.0376,123688227.3059,12368.82273059,123688227.3059,12368.82273059,2026-09-16 16:47:55
603019.SH,中科曙光,AI服务器,服务器,S,CN,1,20260916,81.95,83.32,81.58,83.3,82.06,1.24,1.5111,209940.83,1735928.073,17.359280730000002,1.4349,,56.0024,50.383,5.2869,12187753.781,1218.7753781,12187242.319,1218.7242319,2026-09-16 16:47:55
300502.SZ,新易盛,AI硬件,光模块,S,CN,1,20260916,399.1,431.3,399.0,423.69,397.01,26.68,6.7202,381529.08,15905780.4806,159.057804806,3.0407,,61.9955,45.045,24.3216,59093620.4268,5909.36204268,53161388.4453,5316.13884453,2026-09-16 16:47:55
300570.SZ,太辰光,AI硬件,光模块,A,CN,1,20260916,193.97,209.5,193.36,206.39,194.39,12.0,6.1732,209744.39,4275081.36195,42.7508136195,10.9132,,156.7974,155.2614,28.1005,4687672.0891,468.76720891,3966667.1992,396.66671992,2026-09-16 16:47:55
300308.SZ,中际旭创,AI硬件,光模块,S,CN,1,20260916,869.02,918.38,866.0,907.8,864.01,43.79,5.0682,240218.46,21471490.118,214.71490118,2.1643,,99.035,52.2804,26.8271,106930637.21,10693.063720999999,100760081.1323,10076.00811323,2026-09-16 16:47:55
300394.SZ,天孚通信,AI硬件,光模块,S,CN,1,20260916,258.61,273.95,256.93,268.99,257.38,11.61,4.5108,429877.47,11499354.9688,114.993549688,3.9497,,145.4548,126.3488,46.9581,29342101.675,2934.2101675,29276548.812,2927.6548812,2026-09-16 16:47:55
688498.SH,源杰科技,AI硬件,光模块,A,CN,1,20260916,1690.0,1786.68,1680.0,1750.94,1685.15,65.79,3.9041,28561.87,4968444.545,49.68444545,2.3241,,1141.7764,289.9867,69.387,21799255.5282,2179.92555282,21517669.3574,2151.76693574,2026-09-16 16:47:55
