ts_code,name,sector,sub_sector,level,country,watch,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,amount_yi,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,total_mv_yi,circ_mv,circ_mv_yi,generated_at
601360.SH,三六零,AI应用,Agent,A,CN,1,20260713,9.16,9.25,8.8,8.9,9.06,-0.16,-1.766,1146920.68,1031346.864,10.31346864,1.6386,1.15,236.8555,96.5165,2.1334,6229606.531,622.9606531000001,6229606.531,622.9606531000001,2026-07-13 20:43:44
002230.SZ,科大讯飞,AI应用,大模型,S,CN,1,20260713,43.13,43.35,41.63,41.9,43.09,-1.19,-2.7617,482986.98,2039026.45663,20.3902645663,2.2061,0.95,119.905,116.6358,5.3385,10064714.362,1006.4714362,9173136.413,917.3136413000001,2026-07-13 20:43:44
688111.SH,金山办公,AI应用,办公,S,CN,1,20260713,230.55,233.16,223.9,226.55,233.76,-7.21,-3.0844,95255.69,2165070.553,21.65070553,2.0529,0.96,57.2415,28.9687,6.9481,10512223.577,1051.2223577,10512223.577,1051.2223577,2026-07-13 20:43:44
600588.SH,用友网络,AI应用,企业软件,A,CN,1,20260713,9.55,9.74,9.2,9.36,9.67,-0.31,-3.2058,591776.19,557560.778,5.57560778,1.7319,1.22,,,4.6383,3198309.5664,319.83095664,3198309.5664,319.83095664,2026-07-13 20:43:44
000938.SZ,紫光股份,AI服务器,交换机,A,CN,1,20260713,38.43,40.28,36.5,38.4,38.41,-0.01,-0.026,4939317.58,19056672.5929,190.566725929,17.2699,1.24,65.1591,51.6861,7.0732,10982706.816,1098.2706816,10982679.168,1098.2679168,2026-07-13 20:43:44
603019.SH,中科曙光,AI服务器,服务器,S,CN,1,20260713,110.0,113.0,103.0,106.13,107.5,-1.37,-1.2744,1237982.66,13373549.456,133.73549456,8.4616,1.13,71.3509,70.0198,6.8843,15528046.9241,1552.8046924100001,15527395.2859,1552.73952859,2026-07-13 20:43:44
000977.SZ,浪潮信息,AI服务器,服务器,S,CN,1,20260713,91.0,92.21,83.8,85.49,89.52,-4.03,-4.5018,1685859.56,14755516.8052,147.555168052,11.4932,1.11,52.0294,49.1336,5.6289,12554007.3083,1255.40073083,12539945.0582,1253.99450582,2026-07-13 20:43:44
601138.SH,工业富联,AI服务器,ODM,S,CN,1,20260713,65.3,66.16,62.5,63.08,66.27,-3.19,-4.8136,1264134.47,8102096.295,81.02096295,0.637,0.81,35.4753,30.794,7.1035,125176534.2284,12517.653422840001,125176534.2284,12517.653422840001,2026-07-13 20:43:44
300308.SZ,中际旭创,AI硬件,光模块,S,CN,1,20260713,1100.01,1148.48,1076.8,1108.0,1093.98,14.02,1.2816,344520.91,38390820.848,383.90820848,3.104,1.01,114.4439,82.6604,34.7227,123568004.76,12356.800476,122981329.84,12298.132984,2026-07-13 20:43:44
300476.SZ,胜宏科技,AI硬件,PCB,S,CN,1,20260713,270.09,281.8,268.0,273.01,272.0,1.01,0.3713,355683.4,9760929.54543,97.60929545430001,4.111,1.02,62.2242,57.334,15.4164,26831007.8248,2683.10078248,23620685.9649,2362.06859649,2026-07-13 20:43:44
688498.SH,源杰科技,AI硬件,光模块,A,CN,1,20260713,1578.82,1656.0,1520.12,1590.2,1609.0,-18.8,-1.1684,42401.02,6748864.967,67.48864967,3.4503,0.91,1036.9589,556.0531,78.4164,19798037.706,1979.8037706,19542301.742,1954.2301742,2026-07-13 20:43:44
300502.SZ,新易盛,AI硬件,光模块,S,CN,1,20260713,518.0,541.74,502.88,512.5,523.05,-10.55,-2.017,411304.87,21387137.6275,213.87137627500002,3.2793,0.88,74.9646,66.5346,35.0639,71455655.875,7145.5655875,64279964.0,6427.9964,2026-07-13 20:43:44
002463.SZ,沪电股份,AI硬件,PCB,S,CN,1,20260713,127.7,132.0,123.12,124.66,129.44,-4.78,-3.6928,527166.86,6719189.79892,67.1918979892,2.7416,0.79,62.7608,55.7637,14.2879,23989116.6376,2398.91166376,23969755.693,2396.9755693,2026-07-13 20:43:44
300394.SZ,天孚通信,AI硬件,光模块,S,CN,1,20260713,262.0,277.77,255.59,259.31,271.12,-11.81,-4.356,386886.2,10253310.0224,102.533100224,3.5547,0.77,140.2204,130.2396,47.3023,28286185.6681,2828.6185668099997,28222991.8211,2822.29918211,2026-07-13 20:43:44
002916.SZ,深南电路,AI硬件,PCB,S,CN,1,20260713,419.99,445.0,389.73,393.59,426.0,-32.41,-7.608,191241.76,7964292.6757,79.642926757,2.8766,1.34,81.8443,73.765,14.82,26810036.2094,2681.00362094,26166237.1105,2616.62371105,2026-07-13 20:43:44
688183.SH,生益电子,AI硬件,PCB,A,CN,1,20260713,119.99,123.73,110.89,111.01,123.0,-11.99,-9.748,165201.6,1924152.338,19.24152338,1.9723,0.98,63.1172,54.1316,15.1672,9298099.9112,929.80999112,9298099.9112,929.80999112,2026-07-13 20:43:44
300570.SZ,太辰光,AI硬件,光模块,A,CN,1,20260713,207.61,211.15,189.5,190.7,211.64,-20.94,-9.8942,150159.55,2997274.38205,29.9727438205,7.813,0.9,144.8775,151.7772,24.4849,4331309.983,433.1309983,3665116.696,366.5116696,2026-07-13 20:43:44
600183.SH,生益科技,AI硬件,PCB,A,CN,1,20260713,147.9,150.33,134.45,134.45,149.39,-14.94,-10.0007,804531.41,11272364.619,112.72364619000001,3.3599,1.42,97.9603,83.1359,18.2173,32659507.644,3265.9507644,32194072.6675,3219.40726675,2026-07-13 20:43:44
688256.SH,寒武纪,AI芯片,GPU,S,CN,1,20260713,1421.4,1504.96,1363.0,1390.0,1400.0,-10.0,-0.7143,164763.72,23601713.85,236.01713850000002,2.6224,1.29,424.1041,321.4335,67.8507,87332727.0,8733.2727,87332727.0,8733.2727,2026-07-13 20:43:44
688041.SH,海光信息,AI芯片,GPU,S,CN,1,20260713,347.0,370.3,339.1,345.0,353.0,-8.0,-2.2663,364029.47,12969860.136,129.69860136,1.5662,0.95,315.1006,294.1562,34.1271,80189664.45,8018.966445,80189664.45,8018.966445,2026-07-13 20:43:44
300474.SZ,景嘉微,AI芯片,GPU,A,CN,1,20260713,63.0,63.81,58.84,59.0,63.63,-4.63,-7.2764,198130.05,1216891.26332,12.1689126332,4.8744,0.9,,,4.5196,3083453.87,308.345387,2398197.19,239.819719,2026-07-13 20:43:44
688072.SH,拓荆科技,半导体设备,CVD,S,CN,1,20260713,890.99,910.0,680.05,845.0,832.0,13.0,1.5625,224660.66,19426827.332,194.26827332,7.9472,2.66,265.0509,149.3827,33.8921,24562375.5,2456.23755,23887558.5,2388.75585,2026-07-13 20:43:44
688120.SH,华海清科,半导体设备,CMP,A,CN,1,20260713,314.05,338.75,314.05,325.51,324.6,0.91,0.2803,195611.09,6407399.132,64.07399132,3.9539,1.03,148.5986,146.7184,20.8578,16103992.0361,1610.39920361,16103992.0361,1610.39920361,2026-07-13 20:43:44
002371.SZ,北方华创,半导体设备,设备,S,CN,1,20260713,795.61,813.7,755.0,764.3,801.0,-36.7,-4.5818,163141.86,12784581.1342,127.84581134199999,2.2499,1.04,100.4428,99.4695,14.1151,55464425.556,5546.442555600001,55420145.6826,5542.01456826,2026-07-13 20:43:44
688012.SH,中微公司,半导体设备,刻蚀,S,CN,1,20260713,421.47,443.6,402.03,408.6,434.51,-25.91,-5.963,363807.64,15345631.162,153.45631162,3.8613,1.18,185.3561,143.4195,16.0998,39137436.378,3913.7436377999998,38498169.42,3849.8169420000004,2026-07-13 20:43:44
688008.SH,澜起科技,存储,DDR5,S,CN,1,20260713,263.0,273.99,250.55,252.79,268.06,-15.27,-5.6965,568035.21,14842277.375,148.42277375,4.962,0.83,138.0139,120.6356,14.8011,30853980.102,3085.3980102,28938501.7955,2893.85017955,2026-07-13 20:43:44
603986.SH,兆易创新,存储,Flash,S,CN,1,20260713,580.0,600.0,550.8,550.8,612.0,-61.2,-10.0,663106.99,37737379.039,377.37379038999995,9.9194,1.05,234.5363,134.4589,15.2937,38652114.6,3865.21146,36820533.852,3682.0533852,2026-07-13 20:43:44
301308.SZ,江波龙,存储,NAND,A,CN,1,20260713,560.0,576.81,519.0,522.04,587.6,-65.56,-11.1572,180220.87,9770429.06187,97.7042906187,6.3942,0.86,155.1711,40.6181,18.1262,22085476.444,2208.5476443999996,14713796.5876,1471.37965876,2026-07-13 20:43:44
300223.SZ,北京君正,存储,DRAM,A,CN,1,20260713,216.99,219.0,188.04,190.17,219.9,-29.73,-13.5198,463213.94,9334743.7306,93.34743730599999,10.9846,1.05,244.4765,148.0418,7.2336,9197843.9931,919.78439931,8019358.6014,801.93586014,2026-07-13 20:43:44
