ts_code,name,sector,sub_sector,level,country,watch,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,amount_yi,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,total_mv_yi,circ_mv,circ_mv_yi,generated_at
002230.SZ,科大讯飞,AI应用,大模型,S,CN,1,20260716,41.09,42.45,40.88,41.99,41.35,0.64,1.5478,452752.77,1896335.58538,18.9633558538,2.068,0.82,120.1625,116.8863,5.35,10086333.0802,1008.63330802,9192840.0473,919.28400473,2026-07-16 18:35:58
688111.SH,金山办公,AI应用,办公,S,CN,1,20260716,234.0,241.0,228.0,238.12,236.71,1.41,0.5957,123443.68,2905577.855,29.05577855,2.6603,1.04,60.1649,30.4481,7.3029,11049087.0808,1104.90870808,11049087.0808,1104.90870808,2026-07-16 18:35:58
601360.SH,三六零,AI应用,Agent,A,CN,1,20260716,8.92,9.16,8.84,9.05,9.0,0.05,0.5556,1008864.21,909815.766,9.09815766,1.4413,0.85,240.8474,98.1431,2.1694,6334599.8995,633.45998995,6334599.8995,633.45998995,2026-07-16 18:35:58
600588.SH,用友网络,AI应用,企业软件,A,CN,1,20260716,9.26,9.51,9.13,9.36,9.31,0.05,0.5371,522777.72,489645.767,4.89645767,1.5299,0.9,,,4.6383,3198309.5664,319.83095664,3198309.5664,319.83095664,2026-07-16 18:35:58
000938.SZ,紫光股份,AI服务器,交换机,A,CN,1,20260716,34.54,39.08,34.54,38.59,35.53,3.06,8.6124,4519607.89,17116810.1878,171.16810187800002,15.8024,1.03,65.4815,51.9419,7.1082,11037048.3341,1103.70483341,11037020.5493,1103.70205493,2026-07-16 18:35:58
603019.SH,中科曙光,AI服务器,服务器,S,CN,1,20260716,93.5,101.32,92.01,97.66,96.76,0.9,0.9301,858780.6,8404779.082,84.04779082,5.8698,0.71,65.6565,64.4317,6.3349,14288787.9262,1428.87879262,14288188.2938,1428.81882938,2026-07-16 18:35:58
000977.SZ,浪潮信息,AI服务器,服务器,S,CN,1,20260716,81.3,88.58,81.3,85.0,84.7,0.3,0.3542,1480173.16,12691483.5517,126.914835517,10.091,0.74,51.7312,48.852,5.5967,12482051.95,1248.205195,12468070.3,1246.8070300000002,2026-07-16 18:35:58
601138.SH,工业富联,AI服务器,ODM,S,CN,1,20260716,62.35,64.94,61.46,63.02,63.62,-0.6,-0.9431,982867.33,6234675.296,62.34675296,0.4953,0.66,35.4415,30.7647,7.0967,125057469.6746,12505.74696746,125057469.6746,12505.74696746,2026-07-16 18:35:58
688498.SH,源杰科技,AI硬件,光模块,A,CN,1,20260716,1738.96,1899.0,1680.1,1825.98,1809.0,16.98,0.9386,42800.48,7729079.055,77.29079055,3.4828,0.85,1190.7095,638.4994,90.0433,22733505.7794,2273.3505779399998,22439851.6758,2243.98516758,2026-07-16 18:35:58
002463.SZ,沪电股份,AI硬件,PCB,S,CN,1,20260716,133.81,142.99,133.16,136.72,137.23,-0.51,-0.3716,783542.77,10879695.6538,108.79695653799999,4.075,1.02,68.8325,61.1585,15.6701,26309899.1392,2630.9899139199997,26288665.156,2628.8665155999997,2026-07-16 18:35:58
688183.SH,生益电子,AI硬件,PCB,A,CN,1,20260716,124.0,134.0,119.6,127.65,128.87,-1.22,-0.9467,219221.25,2834055.551,28.34055551,2.6173,0.99,72.5782,62.2457,17.4407,10691851.668,1069.1851668,10691851.668,1069.1851668,2026-07-16 18:35:58
300476.SZ,胜宏科技,AI硬件,PCB,S,CN,1,20260716,270.57,280.23,261.97,270.93,276.77,-5.84,-2.1101,245873.01,6691392.22283,66.91392222830001,2.8418,0.63,61.7501,56.8972,15.299,26626588.5864,2662.65885864,23440725.4257,2344.07254257,2026-07-16 18:35:58
300502.SZ,新易盛,AI硬件,光模块,S,CN,1,20260716,530.0,558.0,526.21,542.6,556.0,-13.4,-2.4101,408753.45,22051853.8282,220.518538282,3.259,0.82,79.3674,70.4423,37.1233,75652368.542,7565.2368541999995,68055236.032,6805.5236032,2026-07-16 18:35:58
002916.SZ,深南电路,AI硬件,PCB,S,CN,1,20260716,370.02,388.55,357.0,364.0,377.23,-13.23,-3.5071,122471.15,4548495.09012,45.4849509012,1.8422,0.71,75.6912,68.2193,13.7058,24794464.24,2479.4464239999998,24199065.8,2419.90658,2026-07-16 18:35:58
600183.SH,生益科技,AI硬件,PCB,A,CN,1,20260716,148.0,155.43,144.0,146.99,152.43,-5.44,-3.5689,712840.54,10649968.555,106.49968555,2.977,0.93,107.0918,90.8856,19.9154,35703923.9164,3570.39239164,35196777.5485,3519.67775485,2026-07-16 18:35:58
300308.SZ,中际旭创,AI硬件,光模块,S,CN,1,20260716,1122.22,1163.0,1098.0,1113.0,1169.31,-56.31,-4.8157,306633.63,34474188.9261,344.741889261,2.7626,0.86,114.9604,83.0334,34.8794,124125622.11,12412.562211,123536299.74,12353.629974,2026-07-16 18:35:58
300394.SZ,天孚通信,AI硬件,光模块,S,CN,1,20260716,245.52,257.01,239.88,244.13,259.4,-15.27,-5.8867,352788.08,8752272.46578,87.5227246578,3.2414,0.73,132.0119,122.6153,44.5333,26630313.1663,2663.0313166299998,26570818.6853,2657.08186853,2026-07-16 18:35:58
300570.SZ,太辰光,AI硬件,光模块,A,CN,1,20260716,188.61,194.5,178.42,180.7,196.83,-16.13,-8.1949,128914.66,2393760.01237,23.9376001237,6.7076,0.76,137.2804,143.8183,23.2009,4104183.083,410.41830830000004,3472923.896,347.29238960000004,2026-07-16 18:35:58
