ts_code,name,sector,sub_sector,level,country,watch,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,amount_yi,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,total_mv_yi,circ_mv,circ_mv_yi,generated_at
600588.SH,用友网络,AI应用,企业软件,A,CN,1,20260729,9.54,9.92,9.5,9.73,9.53,0.2,2.0986,735325.86,714523.019,7.1452301899999995,2.152,1.27,,,4.8216,3324738.4702,332.47384702,3324738.4702,332.47384702,2026-07-29 18:15:35
688111.SH,金山办公,AI应用,办公,S,CN,1,20260729,243.9,252.12,233.61,245.58,241.24,4.34,1.799,122537.2,2983295.716,29.83295716,2.6408,1.35,62.0497,31.402,7.5317,11395241.0772,1139.5241077199998,11395241.0772,1139.5241077199998,2026-07-29 18:15:35
601360.SH,三六零,AI应用,Agent,A,CN,1,20260729,8.75,9.01,8.57,8.79,8.68,0.11,1.2673,962165.59,842774.146,8.42774146,1.3746,0.94,233.928,95.3236,2.1071,6152611.3941,615.26113941,6152611.3941,615.26113941,2026-07-29 18:15:35
002230.SZ,科大讯飞,AI应用,大模型,S,CN,1,20260729,39.72,40.28,39.3,40.07,39.81,0.26,0.6531,305618.98,1219474.31195,12.1947431195,1.3955,0.89,114.6681,111.5417,5.1054,9625133.9229,962.5133922900001,8775197.5286,877.51975286,2026-07-29 18:15:35
601138.SH,工业富联,AI服务器,ODM,S,CN,1,20260729,58.08,58.9,55.7,57.75,58.08,-0.33,-0.5682,1156169.34,6609570.232,66.09570232,0.5826,0.91,32.4778,28.192,6.5033,114599633.0325,11459.96330325,114599633.0325,11459.96330325,2026-07-29 18:15:35
603019.SH,中科曙光,AI服务器,服务器,S,CN,1,20260729,94.4,94.4,85.02,86.64,92.1,-5.46,-5.9283,750392.37,6565601.44,65.6560144,5.1289,0.95,58.2478,57.1612,5.6201,12676434.4248,1267.64344248,12675902.4552,1267.59024552,2026-07-29 18:15:35
000977.SZ,浪潮信息,AI服务器,服务器,S,CN,1,20260729,79.9,80.23,72.33,74.94,79.85,-4.91,-6.149,1053349.26,7891273.04856,78.9127304856,7.1811,0.84,45.6087,43.0702,4.9343,11004764.3898,1100.47643898,10992437.5092,1099.24375092,2026-07-29 18:15:35
000938.SZ,紫光股份,AI服务器,交换机,A,CN,1,20260729,40.86,41.15,37.33,37.33,41.48,-4.15,-10.0048,3494248.92,13273184.9211,132.731849211,12.2173,0.8,63.3435,50.2459,6.8761,10676678.2667,1067.66782667,10676651.3891,1067.66513891,2026-07-29 18:15:35
300308.SZ,中际旭创,AI硬件,光模块,S,CN,1,20260729,915.0,965.0,889.5,951.0,908.0,43.0,4.7357,468715.01,43510017.6796,435.100176796,4.2229,1.42,98.2276,70.9477,29.8026,106058819.97,10605.881997,105555274.98,10555.527498000001,2026-07-29 18:15:35
688183.SH,生益电子,AI硬件,PCB,A,CN,1,20260729,90.25,93.27,84.77,92.91,89.37,3.54,3.9611,197061.84,1757967.834,17.57967834,2.3527,1.28,52.826,45.3055,12.6942,7782059.8392,778.20598392,7782059.8392,778.20598392,2026-07-29 18:15:35
